name,category,sub_category,website,description,february,april,may,average_time_on_website,may_normalized,change_normalized,average_time_normalized,tts,popularity,growth,engagement
Shuffll,Content Creation,Video Editing,https://shuffll.com,"The website provides an AI-powered video creation studio that makes it easy to create incredible videos. The studio uses AI to generate copy, art, and storylines for videos. It also provides tools for recording and editing videos.",77618.000,32357.000,44040.000,36.711,0.413,0.155,0.174,2.916,4.130,1.550,1.740
Pictorial,Design,Design Assistant,https://pictorial.ai/,"The AI service provided by Pictorial.ai is a generative AI that is able to create reliable, ready-to-use visual masterpieces from any type of content.",6926.000,37341.000,23893.000,26.952,0.270,0.965,0.141,2.879,2.700,9.650,1.410
Robin,Marketing,Email Assistant,https://hellorobin.ai,"with robin ai, you can easily and effectively reach out to leads, conduct research, and handle initial outreach - all without the need for a human sales associate.",9876.000,27793.000,16515.000,53.245,0.206,0.855,0.237,2.833,2.060,8.550,2.370
HandyPlugins,Content Creation,General Writing,https://handyplugins.co,"we make top-notch, well documented and supported wordpress products",5104.000,3551.000,3133.000,164.650,0.058,0.190,0.585,2.820,0.580,1.900,5.850
AskNow,Productivity,Fun Tools,https://asknow.ai,asknow is a platform where you can ask any question and get a personalized answer from your favorite personalities.,15121.000,13438.000,13044.000,93.061,0.177,0.394,0.381,2.803,1.770,3.940,3.810
Article.Audio,Productivity,Text To Speech,https://article.audio,Article.audio is a website that provides a service that converts articles into audio.,5901.000,8713.000,5770.000,111.845,0.093,0.524,0.441,2.753,0.930,5.240,4.410
Pixela AI,Design,3D,https://pixela.ai,The website at https://pixela.ai provides a service that allows users to create and manage digital pixel art.,26875.000,69788.000,29638.000,22.938,0.315,0.621,0.136,2.740,3.150,6.210,1.360
CodeSquire,Coding,Code Assistant,https://codesquire.ai,"codesquire.ai - ai code writing assistant for data scientists. supports jupyter, vs code, pycharm and google colab. get entire functions generated by ai tailored to your ds use case. copilot for data science",71180.000,60376.000,29724.000,60.603,0.317,0.088,0.264,2.729,3.170,0.880,2.640
DREAM.page,Content Creation,General Writing,https://dream.page,The website provides a service that assists users in writing and publishing content. It uses artificial intelligence to help users generate ideas and improve their writing.,1308.000,2106.000,6596.000,71.704,0.108,0.980,0.302,2.728,1.080,9.800,3.020
Dust,Coding,Low-code/no-code,https://dust.tt,"Dust is a website that provides an AI service that helps teams craft better content, understand their environment faster, and ultimately take better decisions.",144322.000,145510.000,31016.000,58.302,0.335,0.030,0.255,2.725,3.350,0.300,2.550
Jokelub,Productivity,Fun Tools,https://jokelub.com,bring humor everywhere,24500.000,16479.000,5219.000,153.355,0.090,0.028,0.556,2.702,0.900,0.280,5.560
Story Path,Content Creation,Story Teller,https://storypath.app,"generate possible 'next steps' in your stories, novels, screen-plays from only a few details. continue the path until inspiration hits and you find a plot thread that you love. cure writer's block in minutes! also, take your random story and world ideas and condense them into a single, coherent narrative that will get you writing your new novel quicker!",6943.000,9157.000,9809.000,71.263,0.136,0.784,0.299,2.660,1.360,7.840,2.990
Maester.app,Content Creation,General Writing,https://maester.app,The website provides a template engine that allows users to quickly generate custom output tailored to their needs and share it with the world. The engine uses the GPT-3 AI model to generate the output.,12615.000,13349.000,10888.000,90.660,0.146,0.398,0.375,2.628,1.460,3.980,3.750
Ebi.Ai,Customer Support,Customer Support,https://ebi.ai,ai chatbots are a thing of the past. go one better with an ai assistant from ebi.ai that handles 85% of your routine enquiries from day one!,38042.000,36043.000,35294.000,14.488,0.358,0.466,0.091,2.620,3.580,4.660,0.910
EndlessVN,Entertainment,Gaming,https://endlessvn.io,EndlessVN is a service that provides AI-generated worlds and characters for users to interact with.,56405.000,40868.000,34127.000,37.196,0.347,0.181,0.176,2.620,3.470,1.810,1.760
BlogNLP,Marketing,SEO,https://blognlp.com,"blognlp is an ai-based blog writing tool that can help you craft captivating content quickly and easily, eliminating writer's block and saving you time. open ai's gpt-3 technology provides the engine for this innovative solution.",34306.000,20035.000,23208.000,60.783,0.264,0.225,0.267,2.613,2.640,2.250,2.670
Visio Studio,Content Creation,Image Editing,https://visio.studio,"an advanced image capturing, background removal and editing tool",10799.000,17317.000,22586.000,15.908,0.260,0.908,0.100,2.608,2.600,9.080,1.000
Cala,Industry-specific,Fashion,https://ca.la,"cala makes it easy to design, produce, and deliver your own fully-custom fashion products. cala provides everything you could need. design assistance. material sourcing. sampling. with powerful features like in-app notifications, task management, and real-time commenting — so you can maximize productivity in the studio or on the go.",51016.000,27759.000,35296.000,26.336,0.360,0.238,0.138,2.590,3.600,2.380,1.380
Writewithlaika,Content Creation,General Writing,https://writewithlaika.com,"write with laika is personalised artificial intelligence for writers. we make the boring parts of writing exciting. laika is a creative partner that you train to write like you (or anyone you want). made for creative writers, game writers, and all other fiction fabricators.",16485.000,20850.000,16800.000,54.566,0.211,0.559,0.242,2.582,2.110,5.590,2.420
BotDistrikt,Customer Support,Customer Support,https://www.botdistrikt.com,botdistrikt is a user experience-focused chatbot builder for startups and enterprises. no-code required.,13115.000,12693.000,10144.000,98.147,0.139,0.295,0.398,2.582,1.390,2.950,3.980
AIGraphics,Design,Design Assistant,https://aigraphics.io/,generate graphics in seconds using ai,13408.000,21042.000,14199.000,55.590,0.191,0.596,0.245,2.531,1.910,5.960,2.450
PrometheanAI,Design,3D,https://www.prometheanai.com,Promethean AI is a suite of Artificial Intelligence tools for digital asset management and virtual world creation.,28532.000,29077.000,26833.000,31.863,0.285,0.481,0.156,2.530,2.850,4.810,1.560
Perfectly Clear Video,Content Creation,Image Editing,https://eyeq.photos,automatic photo corrections & video enhancement. we build efficient & accessible technology to give your business a competitive edge.,40814.000,50392.000,25827.000,51.623,0.279,0.200,0.227,2.503,2.790,2.000,2.270
Neon AI,Coding,Low-code/no-code,https://neon.ai,"The Neon AI website provides a full-service software development and support company that specializes in creating custom voice user interfaces for enterprises. The company's technology extends to all forms of conversation, including audio, text, gestures, and video.",25825.000,31230.000,29433.000,7.618,0.310,0.659,0.070,2.489,3.100,6.590,0.700
Ocoya,Content Creation,Copywriting,https://www.ocoya.net,"ocoya is a free ai content automation tool for creating and posting attractive social media content such as posts, captions, blogs, and hashtags.",17001.000,18017.000,3256.000,146.921,0.063,0.025,0.536,2.484,0.630,0.250,5.360
Elektrif AI,Productivity,Life Assistant,https://elektrif.ai,your 🤖 powered dating assistant,61516.000,16190.000,16147.000,83.115,0.204,0.035,0.352,2.463,2.040,0.350,3.520
SyntheticAIdata,Coding,Developer Tools,https://syntheticaidata.com,syntheticaidata is a platform that generates synthetic datasets on a large scale to train vision ai models  in a few simple steps,4258.000,1199.000,2370.000,138.306,0.038,0.148,0.519,2.414,0.380,1.480,5.190
Magic Eraser,Content Creation,Image Editing,https://magiceraser.io,"magic studio helps you automatically edit and create images, using ai",70700.000,38164.000,32366.000,30.182,0.340,0.106,0.149,2.402,3.400,1.060,1.490
Diffusion Land,Design,Image Generator,https://diffusion.land,"generate images with ai, discover prompts, and share with others.",15167.000,20118.000,18779.000,20.411,0.231,0.727,0.126,2.386,2.310,7.270,1.260
Creatext,Marketing,Email Assistant,https://creatext.ai,creatext finds information about your prospects on the entire internet and ai-generates personalized text snippets.,6408.000,6968.000,12070.000,33.062,0.169,0.887,0.161,2.376,1.690,8.870,1.610
Scenario,Design,3D,https://www.scenario.gg,unlock the power of ai-generated gaming assets with scenario. generate engaging content quickly and easily to save time and spark creativity. ⭐️,39568.000,3212.000,35455.000,0.006,0.363,0.436,0.028,2.363,3.630,4.360,0.280
One More AI,Customer Support,Search Engine,https://onemoreai.com,The website provides a stock image generation service using artificial intelligence.,7117.000,18660.000,18896.000,7.532,0.232,0.937,0.066,2.361,2.320,9.370,0.660
Super Prompt,Design,Art,https://superprompts.com,"Super Prompts is a website that allows users to showcase their AI art in one place. The website provides a platform for users to share their AI art with others, as well as to discover new AI art.",13039.000,13825.000,12670.000,54.398,0.176,0.514,0.240,2.354,1.760,5.140,2.400
Ferret,Industry-specific,Legal Assistant,https://ferret.ai,search engines and social networks are not designed for due diligence. ferret’s unparalleled ai platform combined with world class information provides you with exclusive relationship intelligence that can help you avoid high-risk individuals and spot promising opportunities.,6413.000,11671.000,13195.000,21.655,0.179,0.903,0.133,2.330,1.790,9.030,1.330
Cool Gift Ideas,Productivity,Gift Ideas,https://coolgiftideas.io,The website provides a gift suggestion service that is powered by AI. The service is designed to help users find creative gift ideas for anyone based on who they are. The AI-powered service provides personalized gift ideas that are easy to use and free.,34505.000,31573.000,22148.000,47.003,0.257,0.206,0.207,2.319,2.570,2.060,2.070
Graham AI,Marketing,Social Media Assistant,https://grahamai.co,The website provides a service that generates tweets based on topics chosen by the user. The tweets are meant to sound like they come from a genius tech influencer.,13709.000,15545.000,17759.000,17.084,0.224,0.755,0.108,2.307,2.240,7.550,1.080
MarbleFlows,Marketing,Sales,https://app.marbleflows.com,"According to the website, MarbleFlows is an AI service that ""optimizes and automates business processes."" It is designed to help businesses improve their efficiency and productivity.",6032.000,7795.000,4809.000,95.107,0.081,0.323,0.390,2.288,0.810,3.230,3.900
Felvin,Coding,Low-code/no-code,https://felvin.com,felvin search: your search box is now an app store!,8517.000,4687.000,2422.000,132.137,0.046,0.042,0.504,2.288,0.460,0.420,5.040
Pop2Piano,Entertainment,Music,https://sweetcocoa.github.io,ms student (2020~),5760.000,6974.000,4520.000,97.261,0.078,0.308,0.396,2.282,0.780,3.080,3.960
Cradle,Industry-specific,Healthcare,https://cradle.bio,"The website provides a machine learning-based protein design tool that can be used to improve the thermostability of proteins. The tool is trained on large datasets of DNA-protein-sequence pairs, and uses a variety of prediction algorithms and AI design suggestions to generate new sequences with improved thermostability.",24320.000,15470.000,17273.000,52.894,0.217,0.248,0.235,2.273,2.170,2.480,2.350
Eilla AI,Marketing,SEO,https://eilla.ai,Eilla.ai is a content generation assistant that uses artificial intelligence to help you create content for your website or blog.,45146.000,32366.000,16609.000,66.802,0.209,0.073,0.282,2.246,2.090,0.730,2.820
Finta,Industry-specific,Startup,https://trustfinta.com,"finta provides companies with secure and shareable deal rooms, which can be privately shared from a single link. include everything investors need to diligence your company.",16068.000,18465.000,14145.000,48.788,0.187,0.416,0.217,2.219,1.870,4.160,2.170
Detangle.ai,Industry-specific,Legal Assistant,https://detangle.ai,make sense of complicated legal agreements...with ai! simply upload your legal doc and translate it in to human-readable text.,20740.000,55357.000,16037.000,49.742,0.202,0.293,0.224,2.199,2.020,2.930,2.240
Vee,Customer Support,Customer Support,https://vee.ai/en/,hosty vee konkurują efektywnością i jakością obsługi klienta z wykwalifikowanymi konsultantami contact center.,18087.000,27385.000,20007.000,13.060,0.240,0.624,0.090,2.184,2.400,6.240,0.900
Supertranslate,Customer Support,Transcriber,https://supertranslate.ai,upload video of any language and get english subtitles automatically. we use openai-whisper for best-in-class quality for subtitle generation.,20414.000,11134.000,12496.000,66.233,0.174,0.186,0.280,2.176,1.740,1.860,2.800
Pitchgrade,Industry-specific,Startup,https://pitchgrade.com,"get instant feedback on your pitch deck, so fundraising becomes the least of your concerns.",3790.000,6566.000,11288.000,18.105,0.153,0.952,0.114,2.173,1.530,9.520,1.140
LitRPG Adventures,Entertainment,Gaming,https://litrpgadventures.com,gpt-3 powered rpg content for dungeons & dragons and other tabletop roleplaying games. the best dnd character backstory generator?,30849.000,25029.000,24829.000,18.826,0.272,0.329,0.119,2.165,2.720,3.290,1.190
Avatarify,Design,Avatars,https://avatarify.art/,The website provides an AI service that can generate personalized avatars.,7783.000,12563.000,8979.000,47.268,0.129,0.671,0.212,2.164,1.290,6.710,2.120
Botika,Industry-specific,Fashion,https://botika.io,"no more headless photos, bad lighting, wrong models... use ai to generate hyper-realistic on-model photos. 10x faster. a fraction of the cost.",14729.000,9402.000,17147.000,15.204,0.216,0.686,0.098,2.158,2.160,6.860,0.980
Kaizan,Customer Support,Customer Support,https://kaizan.ai/,kaizan is a client intelligence platform for client success teams to retain and grow client revenue,14614.000,16438.000,11240.000,64.945,0.151,0.290,0.277,2.153,1.510,2.900,2.770
PromptLayer,Marketing,Prompts,https://promptlayer.com,"PromptLayer is an AI service that provides prompt engineering for businesses. It offers a range of features including prompt generation, natural language processing, and text recognition.",30860.000,26954.000,19008.000,40.271,0.234,0.191,0.184,2.097,2.340,1.910,1.840
Puzzle,Customer Support,Customer Support,https://www.puzzlelabs.ai/,"at puzzle labs, we believe that understanding complex information should be easy and enjoyable. we're building all the tools you need around your glossary. this helps you create the best customer education experience possible. help your customers learn from you and not from a search engine.",51486.000,24922.000,18758.000,47.339,0.229,0.070,0.214,2.071,2.290,0.700,2.140
Open Voice OS,Entertainment,Music,https://openvoiceos.com,open voice os is a community powered linux distribution purpose-built to showcase the power of open source voice ai for a range of devices.,13912.000,13997.000,12245.000,42.733,0.172,0.414,0.197,2.062,1.720,4.140,1.970
Pipl.ai,Marketing,Email Assistant,https://pipl.ai,"The website provides an AI-powered outbound email automation service. It includes features such as email validation, sequence writing, and template creation.",30422.000,31363.000,19797.000,32.663,0.239,0.215,0.159,2.046,2.390,2.150,1.590
GptDuck,Coding,Developer Tools,https://gptduck.com,gptduck is a tool that helps you find the answer to your questions about a github repository,4041.000,4538.000,5799.000,41.666,0.095,0.789,0.191,2.028,0.950,7.890,1.910
Elf Help,Productivity,Gift Ideas,https://elfhelp.ai,"need some inspo for your holiday gifting? elf help is your ultimate gift-giving assistant, offering creative and personalized suggestions for everyone on your list.",4631.000,11044.000,7183.000,31.781,0.116,0.827,0.154,2.023,1.160,8.270,1.540
HireYaY,Industry-specific,Human Resources,https://hireyay.com,"The AI service provided by the website at https://hireyay.com is a hiring platform for startups. The AI will suggest skills, responsibilities, qualifications, and even write a personalized message based on pain points.",8559.000,17445.000,14711.000,1.462,0.196,0.867,0.038,1.999,1.960,8.670,0.380
Maya,Customer Support,Customer Support,https://maya.ai,"everyone wins with maya.ai™ ai-driven personalization: customers, banks, and merchants. real-time personalization based on tastes and lifestyles.",26890.000,20263.000,22322.000,11.661,0.259,0.353,0.086,1.992,2.590,3.530,0.860
Namewizard.ai,Industry-specific,Startup,https://namewizard.ai,The AI service provided by the website at https://namewizard.ai is a domain name generator that uses AI to suggest domain names based on a user's input. The service also includes domain availability checks and advanced search filters.,37236.000,28946.000,21735.000,22.479,0.250,0.171,0.134,1.957,2.500,1.710,1.340
Beb.ai,Design,Avatars,https://beb.ai,"the possibilities are limitless, beb",2892.000,3179.000,3704.000,47.102,0.073,0.745,0.211,1.954,0.730,7.450,2.110
Activazon,Industry-specific,Legal Assistant,https://activazon.com,información impulsada por ai para tu barrio,1861.000,1654.000,1478.000,92.875,0.022,0.316,0.380,1.946,0.220,3.160,3.800
Eye for AI,Marketing,Prompts,https://eyeforai.xyz,The website provides a service that allows users to convert their images into cartoons.,13452.000,14450.000,11596.000,41.296,0.159,0.393,0.187,1.936,1.590,3.930,1.870
Nostalgia Photo,Content Creation,Image Editing,https://nostalgia.photo,"restore treasured memories with ai in a few clicks and a few cents. our advanced ai can remove blemishes and imperfections, while preserving original details.",31304.000,28626.000,26062.000,2.440,0.280,0.359,0.041,1.923,2.800,3.590,0.410
Avanty,Coding,SQL,https://avanty.app,"The AI service provided by the website is called Avanty. It is an AI-powered Chrome extension that supports data analysts in their work in Metabase. Avanty saves time on generating, editing and understanding SQL.",2924.000,5871.000,7127.000,16.747,0.114,0.923,0.103,1.905,1.140,9.230,1.030
NeuralStudio,Design,Avatars,https://neural.cam/studio,"The website provides a service that allows users to generate avatars of themselves using text. The service uses a neural network to generate the avatars, which can be customized to look like any image or avatar the user desires. The website also offers other AI editing features, such as upscaling images and applying filters.",31283.000,25821.000,21123.000,17.950,0.245,0.221,0.113,1.898,2.450,2.210,1.130
Pyttipanna,Content Creation,Video Generator,https://pyttipanna.xyz,is this your first stab at machine learning art? i hope this platform will accelerate your journey! are you a ml video veteran? i build this for you. no idea what this is? read on!,18552.000,1592.000,2565.000,99.516,0.048,0.020,0.405,1.880,0.480,0.200,4.050
Continual,Coding,Code Assistant,https://continual.ai/,continual is the easiest way to build predictive models – from customer churn to inventory forecasts – on the modern data stack.  try continual for free.,29957.000,21505.000,19412.000,18.605,0.237,0.213,0.118,1.870,2.370,2.130,1.180
Pipeline AI,Coding,Developer Tools,https://pipeline.ai,pay-per-millisecond api to run your ml in production. deploy your own model or run state-of-the-art ai models.,25917.000,30959.000,21946.000,4.784,0.254,0.374,0.055,1.864,2.540,3.740,0.550
Unrealme,Design,Avatars,https://unrealme.io,The website provides a service that uses AI to generate images of people.,3760.000,6030.000,7449.000,14.684,0.118,0.895,0.093,1.857,1.180,8.950,0.930
Writey AI,Marketing,SEO,https://writey.ai,changing the way content is created. create content faster with artificial intelligence. most advanced language a.i.,6793.000,5689.000,2674.000,92.870,0.050,0.083,0.378,1.845,0.500,0.830,3.780
Oracle,Productivity,Productivity,https://askoracle.app,"get instant answers to all your burning questions with oracle. simply ask on slack and let our ai generate an answer for you. connect oracle to slack, google docs, and confluence with just one click and maximize your productivity.",2356.000,3314.000,6164.000,11.164,0.101,0.935,0.080,1.760,1.010,9.350,0.800
Giftastic.ai,Productivity,Gift Ideas,https://giftastic.ai,personalised gift ideas for every occasion!,19861.000,7774.000,6513.000,69.895,0.106,0.058,0.292,1.756,1.060,0.580,2.920
Hairgen AI,Design,Avatars,https://www.hairgen.ai,The website provides a service that allows users to see how they would look after a hair transplant. The service uses AI to create 5x variations of each photo uploaded by the user.,2641.000,8415.000,5178.000,17.018,0.088,0.892,0.106,1.756,0.880,8.920,1.060
StoriesForKids,Content Creation,Story Teller,https://storiesforkids.ai,,15796.000,12000.000,11802.000,32.159,0.166,0.276,0.158,1.738,1.660,2.760,1.580
The Simulation,Entertainment,Gaming,https://fablesimulation.com,an nft-powered ai simulation - the only home in the metaverse for ais.,8597.000,4087.000,9745.000,16.984,0.134,0.651,0.104,1.737,1.340,6.510,1.040
ArtroomAI,Design,Art,https://artroom.ai,The website provides an AI service that can be used to create digital art.,30065.000,24451.000,15095.000,31.545,0.197,0.130,0.153,1.727,1.970,1.300,1.530
InstaSalesAI,Marketing,Social Media Assistant,https://instasalesai.com,"The website provides an AI service that helps users transform their Instagram account into a sales machine. The service provides fresh content using AI, and is guaranteed to help users attract and get more sales in the next 30 days.",3011.000,6510.000,3659.000,33.069,0.071,0.715,0.163,1.722,0.710,7.150,1.630
Green Screen AI,Content Creation,Image Editing,https://greenscreenai.com,This website provides a service that allows users to create digital backgrounds for videos using AI. This service is designed to be used by businesses and individuals who want to create professional-looking videos without having to invest in expensive equipment or hire professional videographers.,9599.000,5057.000,8240.000,38.236,0.121,0.389,0.181,1.718,1.210,3.890,1.810
Broadn,Industry-specific,Startup,https://broadn.io,personalized learning through generative ai,17690.000,16599.000,16004.000,5.643,0.201,0.441,0.060,1.686,2.010,4.410,0.600
Spellbox,Coding,Code Assistant,https://spellbox.app/,spellbox uses artificial intelligence to create the code you need from simple prompts. solve your toughest programming problems with ai in seconds!,19599.000,18415.000,9840.000,47.881,0.138,0.128,0.216,1.682,1.380,1.280,2.160
Enzyme,Productivity,Productivity,https://enzyme.com,enzyme qms software includes modules for all stages of the product development life cycle from design control to capa. our in-house experts are here to back you up! we can guide you through the quality challenges and regulatory submission process. sign up for a demo today.,21586.000,23526.000,13631.000,26.555,0.182,0.196,0.139,1.662,1.820,1.960,1.390
Cogniflow,Coding,Low-code/no-code,https://cogniflow.ai,"boost your productivity. integrate ai into your workflow. create ai using text, image, or audio without any code | image analysis for life-science research | use ai in zapier or bubble.io",3110.000,3568.000,2971.000,51.459,0.051,0.498,0.226,1.657,0.510,4.980,2.260
TweetEmote,Marketing,Social Media Assistant,https://TweetEmote.com,the ai-powered tweet assistant - write expressive tweets with tweet emote and get the engagement that your content deserves!,3660.000,2958.000,6038.000,8.297,0.098,0.854,0.071,1.628,0.980,8.540,0.710
Ipso AI,Marketing,Email Assistant,https://ipso.ai,ai-powered calendar management,1528.000,2461.000,8241.000,0.000,0.123,0.982,0.000,1.597,1.230,9.820,0.000
Thekeys,Productivity,Life Assistant,https://thekeys.ai,"you know what you want to say, you just aren't sure how to say it. keys helps you say things the right way without changing your intent, or sounding like a bot.",88313.000,47712.000,17004.000,19.611,0.214,0.027,0.121,1.581,2.140,0.270,1.210
DraftLab,Marketing,Email Assistant,https://draftlab.ai,fight writer's block and achieve inbox zero. draftlab is an ai-powered gmail copilot that generates high-quality email replies for you.,3246.000,4946.000,6014.000,4.519,0.096,0.882,0.053,1.574,0.960,8.820,0.530
JobtitlesAI,Industry-specific,Human Resources,https://jobtitlesai.com,"The website provides a machine learning API that sorts job titles into two categories: field (sales, finance, I.T.) and position (executive, management, assistant).",1098.000,4573.000,3618.000,6.246,0.070,0.958,0.065,1.568,0.700,9.580,0.650
AI Social Bio,Marketing,Social Media Assistant,https://aisocialbio.com,"create the perfect social media bio using ai. use the ai social bio generator to get the best twitter, linkedin and instagram bio.",19947.000,16800.000,11454.000,29.283,0.158,0.168,0.146,1.542,1.580,1.680,1.460
ML news,Management,Resources,https://machine-learning.news,機械学習に関連する人気のエントリを読むことができます,20036.000,22095.000,17712.000,0.000,0.222,0.418,0.000,1.528,2.220,4.180,0.000
echowin,Customer Support,Customer Support,https://echo.win/,ai powered call management with full natural language understanding and personalized responses for every scenario.,9043.000,6821.000,9022.000,11.205,0.131,0.546,0.081,1.525,1.310,5.460,0.810
Moonbeam Exchange,Coding,Developer Tools,https://moonbeam.ai,https://www.youtube.com/watch?v=qg9qywvs9ao,12590.000,12892.000,11620.000,5.314,0.161,0.463,0.058,1.500,1.610,4.630,0.580
Fabled,Content Creation,Story Teller,https://fabled.ai,,10034.000,12011.000,5168.000,51.793,0.086,0.135,0.232,1.493,0.860,1.350,2.320
GPUX.AI,Coding,Developer Tools,https://gpux.ai,"gpux is a distributed supercomputer for anyone to access.     it can run dedicated server gpus, act as a render farm for rendering, act as a protein folding network,    transcode video, or live stream video.",12336.000,11683.000,9660.000,19.909,0.133,0.304,0.123,1.461,1.330,3.040,1.230
Prodigy AI,Productivity,Life Assistant,https://ai.prodi.gg,"The website provides a number of AI services, including image recognition, natural language processing, and predictive analytics.",25198.000,18819.000,14458.000,11.381,0.192,0.166,0.083,1.458,1.920,1.660,0.830
Sonify,Entertainment,Music,https://sonify.io,"Sonify is an AI-powered website that allows users to create music from data. The site uses data sonification, which is the process of turning data into sound, to create musical compositions from various data sets. Sonify also offers a number of other AI-powered services, including data visualization and data storytelling.",12195.000,12863.000,11637.000,1.401,0.163,0.494,0.036,1.453,1.630,4.940,0.360
Arti.pics,Design,Avatars,https://www.arti.pics/,The website provides an AI-powered avatar maker that generates more than 200 cool-looking avatars in different styles.,9545.000,7354.000,10326.000,0.189,0.143,0.607,0.032,1.450,1.430,6.070,0.320
CaliberAI,Content Creation,General Writing,https://caliberai.net,caliberai develops risk assessment tools to detect potentially defamatory and harmful content. try our demo and contact our sales team today.,3610.000,6818.000,6919.000,0.000,0.111,0.889,0.000,1.444,1.110,8.890,0.000
ExplainThis,Content Creation,Summarizer,https://explainthis.ai,"ExplainThis.ai provides an AI assistant that can explain concepts to you in plain language. Just highlight what you need to further understand, and the assistant will break it down for you. The AI assistant also provides a summary of the entire page with a single click, so you don't need to scan through lengthy articles or worry about missing important information.",3704.000,3489.000,2382.000,57.989,0.043,0.208,0.252,1.431,0.430,2.080,2.520
Playstrict,Entertainment,Gaming,https://playstrict.com,The website provides a game checker to test your game and make sure it's ready for soft launch. The website also provides marketing and live ops services to help you promote your mobile game.,2541.000,2666.000,3283.000,11.113,0.065,0.752,0.078,1.389,0.650,7.520,0.780
Lookup,Coding,Code Assistant,https://app.uselookup.com,"lookup is the ai-powered analytics platform that helps you get from data to insight 10x faster. import your data, ask questions, get results instantly.",1471.000,2852.000,1586.000,33.377,0.025,0.606,0.164,1.387,0.250,6.060,1.640
Mentioned,Marketing,SEO,https://mentioned.ai,"Mentioned.ai is a service that helps you automate your influencer outreach and link building. It does this by scanning your content to identify people and companies you've mentioned, then sending email campaigns to let them know. This helps you build relationships, increase brand awareness, and get more backlinks.",2593.000,2735.000,3133.000,11.424,0.058,0.710,0.085,1.340,0.580,7.100,0.850
Daydrm.ai,Content Creation,Copywriting,https://www.daydrm.ai,ai tool for creative advertising ideas. concepts-on-demand for creatives and agencies. gpt-3 large language model trained on human-written creative advertising campaigns.,30491.000,10968.000,14561.000,6.134,0.194,0.118,0.063,1.340,1.940,1.180,0.630
Gifts Genie,Productivity,Gift Ideas,https://gen.gifts,"The website provides a service that helps you find the perfect gift for someone. You can search for gifts by occasion, recipient, or price.",7741.000,8046.000,6610.000,14.772,0.109,0.383,0.095,1.308,1.090,3.830,0.950
RTutor,Coding,Developer Tools,https://tutor.ai,,14662.000,21084.000,10931.000,9.240,0.148,0.273,0.073,1.305,1.480,2.730,0.730
Paperade,Industry-specific,Startup,https://paperade.co,"looking for startup ideas? look no further. using ai, paperade delivers insights on academic papers to help you find your next big idea.",16225.000,4664.000,2213.000,62.590,0.035,0.018,0.272,1.281,0.350,0.180,2.720
Hexagram,Entertainment,Gaming,https://hexagram.io,"hexagram develops immersive experiences that span the physical and the digital worlds. our development studio does so with the help of saga, our in-house experience creation platform. we’re working on making linear and interactive entertainment blend together for mass market audiences.",6874.000,3605.000,5118.000,27.334,0.085,0.270,0.143,1.267,0.850,2.700,1.430
Amper,Entertainment,Music,https://ampermusic.com,amper is an ai music composition company that develops tools for content creators of all kinds.,40244.000,24872.000,13818.000,3.221,0.184,0.063,0.046,1.167,1.840,0.630,0.460
Dreamsands,Customer Support,Search Engine,https://dreamsands.ai,"dreamsands is a creative marketplace where you can license, collect and share images of ai-generated art you find interesting.",2055.000,2466.000,1734.000,20.031,0.028,0.364,0.124,1.000,0.280,3.640,1.240
Unreal Meal,Productivity,Fun Tools,https://unrealmeal.ai,a chef specialising in fusion cuisine. none of the meals you see on this page have ever existed. they are unreal meals.,3278.000,5711.000,3592.000,0.000,0.068,0.617,0.000,0.957,0.680,6.170,0.000
Circle Labs,Productivity,Life Assistant,https://circle.isyourshadowyou.com,hello world. we exist.,2146.000,2062.000,1192.000,40.369,0.013,0.146,0.186,0.955,0.130,1.460,1.860
The AI Times,Management,Resources,https://aitimespage.com,The website provides a service that allows users to create and manage their own AI models.,1525.000,2320.000,1651.000,3.535,0.027,0.609,0.050,0.944,0.270,6.090,0.500
Ad Auris,Productivity,Text To Speech,https://play.ad-auris.com,"ad auris play lets you browse narrations from your favourite publications. listen to the best stories any time, anywhere, with true audio accessibility.",26280.000,12628.000,8071.000,9.558,0.119,0.048,0.075,0.943,1.190,0.480,0.750
Peppertype.ai,Content Creation,Copywriting,https://www.peppertype.ai,your virtual content assistant that helps you generate quality content within seconds.,259575.000,18283.000,8593.000,10.251,0.126,0.002,0.076,0.936,1.260,0.020,0.760
Dimensions,Design,Design Assistant,https://www.dimensions.ink,imagine being able to create beautiful interior designs with ease – that’s what dimensions offers.,3316.000,7712.000,3059.000,3.263,0.055,0.461,0.048,0.928,0.550,4.610,0.480
Reggi,Productivity,Life Assistant,https://yfj.social,"The website provides a social media platform for users to connect with each other and share information. The AI service provided by the website includes a recommendations engine that suggests content to users based on their interests, a search engine that helps users find content, and a messaging system that allows users to communicate with each other.",0.000,10002.000,3727.000,0.000,0.075,0.547,0.000,0.922,0.750,5.470,0.000
AnyPod,Customer Support,Search Engine,https://anypod.ai,a website made with typedream.,7317.000,5706.000,3736.000,14.925,0.076,0.133,0.096,0.897,0.760,1.330,0.960
Xokind,Customer Support,Customer Support,https://www.xokind.com/,"create an account or log in to instagram - a simple, fun & creative way to capture, edit & share photos, videos & messages with friends & family.",622.000,893.000,968.000,0.000,0.012,0.830,0.000,0.890,0.120,8.300,0.000
PICLY : AI generated spot the difference,Entertainment,Gaming,https://picly.ai,,4047.000,1047.000,1501.000,36.463,0.023,0.077,0.171,0.876,0.230,0.770,1.710
